SOURCE_REPORTING_UNIT_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,OWNER_DESCR,STATE,COUNTY
Hoopa Valley Tribe,2009,2455031.5,200,1743.0,7,Arson,2455033.5,202.0,1900.0,TRIBAL,CA,
Hoopa Valley Tribe,2009,2455081.5,250,2217.0,9,Miscellaneous,2455083.5,252.0,103.0,TRIBAL,CA,
Hoopa Valley Tribe,2009,2455174.5,343,1150.0,7,Arson,2455177.5,346.0,1700.0,TRIBAL,CA,
Round Valley Tribe,2008,2454638.5,173,1300.0,1,Lightning,2454648.5,183.0,1630.0,BIA,CA,
Round Valley Tribe,2008,2454639.5,174,2200.0,1,Lightning,2454642.5,177.0,1100.0,BIA,CA,
Southern California Agency,2000,2451678.5,135,1300.0,7,Arson,2451683.5,140.0,1300.0,BIA,CA,
Southern California Agency,2001,2451912.5,3,500.0,3,Smoking,2451916.5,7.0,1700.0,BIA,CA,
Southern California Agency,2002,2452362.5,88,227.0,5,Debris Burning,2452423.5,149.0,239.0,BIA,CA,
Southern California Agency,2002,2452411.5,137,1525.0,9,Miscellaneous,2452413.5,139.0,1527.0,BIA,CA,
Southern California Agency,2002,2452430.5,156,2354.0,5,Debris Burning,2452461.5,187.0,130.0,BIA,CA,
Southern California Agency,2002,2452443.5,169,1047.0,9,Miscellaneous,2452446.5,172.0,1500.0,BIA,CA,
Southern California Agency,2002,2452444.5,170,1000.0,9,Miscellaneous,2452448.5,174.0,1800.0,BIA,CA,
Tule River Agency,2002,2452429.5,155,147.0,7,Arson,2452439.5,165.0,223.0,BIA,CA,
Tule River Agency,2002,2452476.5,202,315.0,7,Arson,2452479.5,205.0,1240.0,BIA,CA,
Tule River Agency,2005,2453547.5,177,2130.0,7,Arson,2453549.5,179.0,1800.0,BIA,CA,
Tule River Agency,2005,2453573.5,203,2330.0,5,Debris Burning,2453576.5,206.0,1800.0,BIA,CA,
Tule River Agency,2005,2453577.5,207,2330.0,7,Arson,2453579.5,209.0,1430.0,BIA,CA,
Tule River Agency,2006,2453911.5,176,155.0,7,Arson,2453913.5,178.0,300.0,BIA,CA,
Tule River Agency,2006,2453920.5,185,1718.0,7,Arson,2453922.5,187.0,2020.0,BIA,CA,
Tule River Agency,2006,2453921.5,186,1546.0,10,Fireworks,2453931.5,196.0,1600.0,BIA,CA,
Tule River Agency,2006,2453936.5,201,1726.0,1,Lightning,2453941.5,206.0,1800.0,BIA,CA,
Tule River Agency,2006,2453936.5,201,1939.0,1,Lightning,2453941.5,206.0,1800.0,BIA,CA,
Tule River Agency,2006,2453936.5,201,2057.0,1,Lightning,2453938.5,203.0,1800.0,BIA,CA,
Tule River Agency,2006,2453937.5,202,1043.0,1,Lightning,2453941.5,206.0,1800.0,BIA,CA,
Tule River Agency,2006,2453937.5,202,2144.0,1,Lightning,2453941.5,206.0,1800.0,BIA,CA,
Tule River Agency,2006,2453938.5,203,1332.0,1,Lightning,2453944.5,209.0,1500.0,BIA,CA,
Colorado River Agency,2003,2452727.5,88,1923.0,9,Miscellaneous,2452731.5,92.0,800.0,BIA,CA,
Colorado River Agency,2004,2453165.5,161,1141.0,9,Miscellaneous,2453177.5,173.0,1407.0,BIA,CA,
Colorado River Agency,2004,2453168.5,164,335.0,9,Miscellaneous,2453177.5,173.0,1406.0,BIA,CA,
Colorado River Agency,2005,2453496.5,126,1844.0,9,Miscellaneous,2453498.5,128.0,1200.0,BIA,CA,
Colorado River Agency,2005,2453509.5,139,1200.0,9,Miscellaneous,2453518.5,148.0,1800.0,BIA,CA,
Colorado River Agency,2006,2453746.5,11,1300.0,5,Debris Burning,2453755.5,20.0,1530.0,BIA,CA,
Colorado River Agency,2006,2453882.5,147,2300.0,9,Miscellaneous,2453886.5,151.0,1549.0,BIA,CA,
Colorado River Agency,2007,2454360.5,260,930.0,9,Miscellaneous,2454365.5,265.0,1130.0,BIA,CA,
Colorado River Agency,2008,2454529.5,64,735.0,9,Miscellaneous,2454531.5,66.0,1130.0,BIA,CA,
Colorado River Agency,2008,2454693.5,228,2300.0,9,Miscellaneous,2454695.5,230.0,1400.0,BIA,CA,
Fort Yuma Agency,2001,2451997.5,88,1300.0,9,Miscellaneous,2452000.5,91.0,1700.0,BIA,CA,
Fort Yuma Agency,2001,2451997.5,88,1300.0,9,Miscellaneous,2451999.5,90.0,1700.0,BIA,CA,
Fort Yuma Agency,2001,2452021.5,112,1600.0,9,Miscellaneous,2452024.5,115.0,1200.0,BIA,CA,
Fort Yuma Agency,2001,2452104.5,195,1700.0,5,Debris Burning,2452110.5,201.0,900.0,BIA,CA,
Fort Yuma Agency,2003,2452730.5,91,402.0,9,Miscellaneous,2452733.5,94.0,514.0,BIA,CA,
Fort Yuma Agency,2003,2452794.5,155,1810.0,9,Miscellaneous,2452817.5,178.0,916.0,BIA,CA,
Fort Yuma Agency,2004,2453022.5,18,1958.0,9,Miscellaneous,2453027.5,23.0,1547.0,BIA,CA,
Fort Yuma Agency,2004,2453027.5,23,800.0,9,Miscellaneous,2453401.5,31.0,1600.0,BIA,CA,
Fort Yuma Agency,2004,2453128.5,124,2000.0,9,Miscellaneous,2453133.5,129.0,1800.0,BIA,CA,
Fort Yuma Agency,2004,2453164.5,160,1912.0,9,Miscellaneous,2453167.5,163.0,1800.0,BIA,CA,
Fort Yuma Agency,2004,2453177.5,173,758.0,9,Miscellaneous,2453181.5,177.0,1630.0,BIA,CA,
Fort Yuma Agency,2004,2453209.5,205,324.0,9,Miscellaneous,2453211.5,207.0,1117.0,BIA,CA,
Fort Yuma Agency,2004,2453247.5,243,252.0,9,Miscellaneous,2453250.5,246.0,1500.0,BIA,CA,
Fort Yuma Agency,2004,2453332.5,328,1230.0,9,Miscellaneous,2453338.5,334.0,1200.0,BIA,CA,
Fort Yuma Agency,2005,2453373.5,3,1807.0,9,Miscellaneous,2453375.5,5.0,1200.0,BIA,CA,
Fort Yuma Agency,2005,2453391.5,21,1632.0,9,Miscellaneous,2453395.5,25.0,838.0,BIA,CA,
Fort Yuma Agency,2005,2453393.5,23,640.0,9,Miscellaneous,2453396.5,26.0,850.0,BIA,CA,
Fort Yuma Agency,2006,2453751.5,16,1032.0,9,Miscellaneous,2453760.5,25.0,948.0,BIA,CA,
Fort Yuma Agency,2006,2453772.5,37,1738.0,4,Campfire,2453776.5,41.0,1200.0,BIA,CA,
Fort Yuma Agency,2006,2454051.5,316,17.0,8,Children,2454068.5,333.0,1600.0,BIA,CA,
Fort Yuma Agency,2008,2454620.5,155,2107.0,9,Miscellaneous,2454631.5,166.0,1135.0,BIA,CA,
Fort Yuma Agency,2008,2454623.5,158,1601.0,7,Arson,2454629.5,164.0,1600.0,BIA,CA,
Fort Yuma Agency,2008,2454628.5,163,848.0,7,Arson,2454636.5,171.0,1500.0,BIA,CA,
Fort Yuma Agency,2008,2454650.5,185,2150.0,10,Fireworks,2454654.5,189.0,1730.0,BIA,CA,
Fort Yuma Agency,2008,2454679.5,214,1534.0,12,Structure,2454689.5,224.0,1800.0,BIA,CA,
Fort Yuma Agency,2009,2454912.5,81,1845.0,7,Arson,2454915.5,84.0,1800.0,BIA,CA,
Fort Yuma Agency,2009,2454975.5,144,930.0,7,Arson,2454977.5,146.0,1630.0,BIA,CA,
Fort Yuma Agency,2009,2455003.5,172,2000.0,7,Arson,2455006.5,175.0,1600.0,BIA,CA,
Fort Yuma Agency,2009,2455015.5,184,2130.0,10,Fireworks,2455017.5,186.0,1800.0,BIA,CA,
Fort Yuma Agency,2009,2455015.5,184,2300.0,10,Fireworks,2455017.5,186.0,1800.0,BIA,CA,
Fort Yuma Agency,2009,2455022.5,191,2244.0,7,Arson,2455025.5,194.0,1800.0,BIA,CA,
Fort Yuma Agency,2009,2455022.5,191,2350.0,7,Arson,2455024.5,193.0,1800.0,BIA,CA,
Fort Yuma Agency,2009,2455096.5,265,1100.0,7,Arson,2455099.5,268.0,1900.0,BIA,CA,
Fort Yuma Agency,2009,2455121.5,290,2215.0,7,Arson,2455124.5,293.0,1600.0,BIA,CA,
Fort Yuma Agency,2009,2455132.5,301,2215.0,7,Arson,2455134.5,303.0,1800.0,BIA,CA,
Fort Yuma Agency,2009,2455142.5,311,818.0,7,Arson,2455144.5,313.0,1600.0,BIA,CA,
Fort Yuma Agency,2009,2455152.5,321,1457.0,7,Arson,2455154.5,323.0,1600.0,BIA,CA,
Fort Yuma Agency,2009,2455173.5,342,1725.0,7,Arson,2455175.5,344.0,1600.0,BIA,CA,
Fort Yuma Agency,2009,2455181.5,350,1725.0,7,Arson,2455193.5,362.0,1600.0,BIA,CA,
Yuma Field Office,2003,2452881.5,242,1800.0,9,Miscellaneous,2452883.5,244.0,1447.0,BIA,CA,
Yuma Field Office,2005,2453430.5,60,1926.0,9,Miscellaneous,2453432.5,62.0,1800.0,PRIVATE,CA,
Yuma Field Office,2005,2453646.5,276,1730.0,9,Miscellaneous,2453648.5,278.0,1801.0,BLM,CA,San Bernardino
Yuma Field Office,2006,2454010.5,275,1342.0,9,Miscellaneous,2454013.5,278.0,1800.0,BLM,CA,Glenn
Bakersfield District,2000,2451634.5,91,300.0,7,Arson,2451636.5,93.0,2000.0,PRIVATE,CA,Calaveras
Bakersfield District,2000,2451634.5,91,1319.0,2,Equipment Use,2451637.5,94.0,800.0,PRIVATE,CA,El Dorado
Bakersfield District,2000,2451727.5,184,1637.0,7,Arson,2451734.5,191.0,1800.0,PRIVATE,CA,Mariposa
Bakersfield District,2000,2451757.5,214,1500.0,1,Lightning,2451774.5,231.0,1800.0,BLM,CA,Mono
Bakersfield District,2000,2451758.5,215,1500.0,1,Lightning,2451760.5,217.0,1630.0,PRIVATE,CA,Tulare
Bakersfield District,2000,2451758.5,215,1523.0,9,Miscellaneous,2451760.5,217.0,2000.0,BOR,CA,Placer
Bakersfield District,2000,2451759.5,216,1020.0,2,Equipment Use,2451770.5,227.0,1800.0,PRIVATE,CA,
Bakersfield District,2000,2451783.5,240,1400.0,9,Miscellaneous,2451786.5,243.0,1800.0,BLM,CA,Mariposa
Bakersfield District,2001,2452116.5,207,1159.0,8,Children,2452269.5,360.0,1500.0,PRIVATE,CA,San Benito
Bakersfield District,2001,2452116.5,207,1703.0,2,Equipment Use,2452118.5,209.0,800.0,PRIVATE,CA,El Dorado
Bakersfield District,2001,2452130.5,221,1235.0,1,Lightning,2452132.5,223.0,1800.0,STATE,CA,Mono
Bakersfield District,2001,2452139.5,230,1200.0,2,Equipment Use,2452153.5,244.0,1800.0,PRIVATE,CA,
Bakersfield District,2001,2452139.5,230,1200.0,7,Arson,2452156.5,247.0,1800.0,BLM,CA,
Bakersfield District,2001,2452148.5,239,1230.0,2,Equipment Use,2452151.5,242.0,1800.0,PRIVATE,CA,
Bakersfield District,2001,2452175.5,266,1200.0,8,Children,2452181.5,272.0,1800.0,BLM,CA,
Bakersfield District,2002,2452342.5,68,1645.0,9,Miscellaneous,2452344.5,70.0,1800.0,PRIVATE,CA,Inyo
Bakersfield District,2002,2452394.5,120,1320.0,9,Miscellaneous,2452397.5,123.0,1800.0,BLM,CA,Inyo
Bakersfield District,2002,2452434.5,160,120.0,11,Powerline,2452436.5,162.0,1800.0,PRIVATE,CA,
Bakersfield District,2002,2452434.5,160,155.0,2,Equipment Use,2452437.5,163.0,1800.0,PRIVATE,CA,Yuba
Bakersfield District,2002,2452440.5,166,1256.0,4,Campfire,2452450.5,176.0,1800.0,USFS,CA,
Bakersfield District,2002,2452467.5,193,1639.0,1,Lightning,2452469.5,195.0,2000.0,BLM,CA,Mono
Bakersfield District,2002,2452467.5,193,1700.0,1,Lightning,2452473.5,199.0,1800.0,USFS,CA,Mono
Bakersfield District,2002,2452468.5,194,1330.0,1,Lightning,2452473.5,199.0,1800.0,BLM,CA,Mono
Bakersfield District,2002,2452473.5,199,1623.0,7,Arson,2452477.5,203.0,900.0,PRIVATE,CA,San Luis Obispo
Bakersfield District,2002,2452476.5,202,1300.0,8,Children,2452480.5,206.0,1800.0,PRIVATE,CA,
Bakersfield District,2002,2452494.5,220,225.0,9,Miscellaneous,2452496.5,222.0,2130.0,PRIVATE,CA,Santa Clara
Bakersfield District,2002,2452504.5,230,2306.0,7,Arson,2452506.5,232.0,1800.0,PRIVATE,CA,Placer
Bakersfield District,2002,2452517.5,243,1530.0,8,Children,2452520.5,246.0,1800.0,PRIVATE,CA,
Bakersfield District,2002,2452526.5,252,1834.0,9,Miscellaneous,2452528.5,254.0,800.0,PRIVATE,CA,Amador
Bakersfield District,2002,2452540.5,266,1350.0,2,Equipment Use,2452558.5,284.0,800.0,PRIVATE,CA,Santa Clara
Bakersfield District,2002,2452602.5,328,1602.0,7,Arson,2452616.5,342.0,1345.0,PRIVATE,CA,Mariposa
Bakersfield District,2003,2452753.5,114,1408.0,9,Miscellaneous,2452755.5,116.0,1800.0,BLM,CA,
Bakersfield District,2003,2452810.5,171,1200.0,9,Miscellaneous,2452877.5,238.0,1200.0,PRIVATE,CA,
Bakersfield District,2003,2452816.5,177,1400.0,8,Children,2452819.5,180.0,1800.0,PRIVATE,CA,
Bakersfield District,2003,2452819.5,180,1621.0,9,Miscellaneous,2452821.5,182.0,1800.0,BLM,CA,
Bakersfield District,2003,2452820.5,181,1452.0,2,Equipment Use,2452822.5,183.0,1700.0,PRIVATE,CA,Calaveras
Bakersfield District,2003,2452837.5,198,1430.0,7,Arson,2452839.5,200.0,1800.0,BLM,CA,
Bakersfield District,2003,2452840.5,201,1008.0,1,Lightning,2452844.5,205.0,1800.0,BLM,CA,
Bakersfield District,2003,2452841.5,202,1445.0,1,Lightning,2452843.5,204.0,1800.0,PRIVATE,CA,
Bakersfield District,2003,2452843.5,204,1810.0,7,Arson,2452850.5,211.0,1800.0,PRIVATE,CA,
Bakersfield District,2003,2452845.5,206,1500.0,1,Lightning,2452847.5,208.0,1800.0,BLM,CA,
Bakersfield District,2003,2452848.5,209,1533.0,2,Equipment Use,2452850.5,211.0,900.0,PRIVATE,CA,El Dorado
Bakersfield District,2003,2452886.5,247,1242.0,2,Equipment Use,2452889.5,250.0,2000.0,BLM,CA,El Dorado
Bakersfield District,2003,2452897.5,258,1221.0,7,Arson,2452900.5,261.0,1800.0,PRIVATE,CA,
Bakersfield District,2003,2452906.5,267,1446.0,9,Miscellaneous,2452908.5,269.0,800.0,BLM,CA,Placer
Bakersfield District,2004,2453080.5,76,949.0,2,Equipment Use,2453286.5,282.0,1008.0,PRIVATE,CA,El Dorado
Bakersfield District,2004,2453123.5,119,1345.0,7,Arson,2453125.5,121.0,1800.0,BLM,CA,Inyo
Bakersfield District,2004,2453125.5,121,1505.0,2,Equipment Use,2453127.5,123.0,1800.0,PRIVATE,CA,El Dorado
Bakersfield District,2004,2453145.5,141,1613.0,9,Miscellaneous,2453150.5,146.0,1625.0,STATE,CA,Yuba
Bakersfield District,2004,2453180.5,176,1501.0,1,Lightning,2453182.5,178.0,1200.0,BLM,CA,Mono
Bakersfield District,2004,2453197.5,193,1830.0,2,Equipment Use,2453201.5,197.0,1858.0,PRIVATE,CA,Fresno
Bakersfield District,2004,2453223.5,219,1258.0,2,Equipment Use,2453230.5,226.0,1700.0,PRIVATE,CA,
Bakersfield District,2004,2453223.5,219,1745.0,7,Arson,2453237.5,233.0,800.0,BLM,CA,
Bakersfield District,2004,2453225.5,221,1336.0,12,Structure,2453230.5,226.0,1800.0,PRIVATE,CA,
Bakersfield District,2004,2453226.5,222,1506.0,7,Arson,2453230.5,226.0,2035.0,BLM,CA,San Benito
Bakersfield District,2004,2453227.5,223,1710.0,2,Equipment Use,2453229.5,225.0,1800.0,PRIVATE,CA,
Bakersfield District,2004,2453232.5,228,1430.0,1,Lightning,2453234.5,230.0,1730.0,BLM,CA,Mono
Bakersfield District,2004,2453236.5,232,2032.0,1,Lightning,2453238.5,234.0,1200.0,BLM,CA,Mono
Bakersfield District,2004,2453253.5,249,1233.0,11,Powerline,2453275.5,271.0,1800.0,PRIVATE,CA,
Bakersfield District,2005,2453459.5,89,1555.0,9,Miscellaneous,2453461.5,91.0,1800.0,STATE,CA,Inyo
Bakersfield District,2005,2453504.5,134,1534.0,9,Miscellaneous,2453507.5,137.0,1200.0,PRIVATE,CA,Mono
Bakersfield District,2005,2453576.5,206,1206.0,2,Equipment Use,2453581.5,211.0,1800.0,PRIVATE,CA,Madera
Bakersfield District,2005,2453592.5,222,1326.0,2,Equipment Use,2453594.5,224.0,1700.0,BLM,CA,Mono
Bakersfield District,2005,2453629.5,259,1311.0,2,Equipment Use,2453633.5,263.0,1700.0,PRIVATE,CA,El Dorado
Bakersfield District,2006,2453893.5,158,1520.0,1,Lightning,2453895.5,160.0,1800.0,BLM,CA,Inyo
Bakersfield District,2006,2453919.5,184,1239.0,9,Miscellaneous,2453923.5,188.0,2000.0,PRIVATE,CA,Tuolumne
Bakersfield District,2006,2453925.5,190,1550.0,2,Equipment Use,2453936.5,201.0,1800.0,BLM,CA,Stanislaus
Bakersfield District,2006,2453935.5,200,1448.0,2,Equipment Use,2453938.5,203.0,1604.0,PRIVATE,CA,Calaveras
Bakersfield District,2006,2453936.5,201,1930.0,11,Powerline,2453938.5,203.0,800.0,PRIVATE,CA,Mariposa
Bakersfield District,2006,2453938.5,203,1441.0,1,Lightning,2453944.5,209.0,1800.0,PRIVATE,CA,Monterey
Bakersfield District,2006,2453938.5,203,1930.0,1,Lightning,2453941.5,206.0,1800.0,BLM,CA,Fresno
Bakersfield District,2006,2453939.5,204,2000.0,1,Lightning,2453943.5,208.0,2000.0,BLM,CA,Fresno
Bakersfield District,2006,2453945.5,210,1855.0,1,Lightning,2453947.5,212.0,1515.0,PRIVATE,CA,Merced
Bakersfield District,2006,2453971.5,236,2148.0,9,Miscellaneous,2453973.5,238.0,100.0,PRIVATE,CA,Mariposa
Bakersfield District,2006,2453992.5,257,1430.0,9,Miscellaneous,2454001.5,266.0,1900.0,USFS,CA,Mono
Bakersfield District,2007,2454252.5,152,1524.0,1,Lightning,2454263.5,163.0,1800.0,BLM,CA,Mono
Bakersfield District,2007,2454252.5,152,1630.0,1,Lightning,2454256.5,156.0,1700.0,BLM,CA,Mono
Bakersfield District,2007,2454292.5,192,1500.0,1,Lightning,2454296.5,196.0,1600.0,BLM,CA,Mono
Bakersfield District,2007,2454294.5,194,1205.0,9,Miscellaneous,2454298.5,198.0,800.0,BLM,CA,Tulare
Bakersfield District,2007,2454296.5,196,1750.0,1,Lightning,2454299.5,199.0,1700.0,BLM,CA,Mono
Bakersfield District,2007,2454319.5,219,1145.0,1,Lightning,2454332.5,232.0,1800.0,BLM,CA,Inyo
Bakersfield District,2007,2454322.5,222,1734.0,4,Campfire,2454327.5,227.0,1830.0,STATE,CA,Fresno
Bakersfield District,2007,2454334.5,234,2300.0,4,Campfire,2454337.5,237.0,2000.0,USFS,CA,Tuolumne
Bakersfield District,2007,2454346.5,246,1400.0,4,Campfire,2454353.5,253.0,1600.0,BLM,CA,Santa Clara
Bakersfield District,2008,2454541.5,76,1230.0,5,Debris Burning,2454545.5,80.0,1111.0,STATE,CA,Inyo
Bakersfield District,2008,2454600.5,135,1738.0,7,Arson,2454602.5,137.0,1700.0,BLM,CA,El Dorado
Bakersfield District,2008,2454638.5,173,1400.0,1,Lightning,2454641.5,176.0,1800.0,BLM,CA,San Benito
Bakersfield District,2008,2454642.5,177,1840.0,1,Lightning,2454644.5,179.0,1130.0,BLM,CA,Mono
Bakersfield District,2009,2454977.5,146,1605.0,2,Equipment Use,2454990.5,159.0,1800.0,PRIVATE,CA,
Bakersfield District,2009,2455011.5,180,1429.0,2,Equipment Use,2455014.5,183.0,800.0,PRIVATE,CA,Yolo
Bakersfield District,2009,2455028.5,197,1508.0,13,Missing/Undefined,2455031.5,200.0,800.0,PRIVATE,CA,Placer
Bakersfield District,2009,2455030.5,199,930.0,1,Lightning,2455033.5,202.0,1000.0,BLM,CA,Mono
Bakersfield District,2009,2455081.5,250,1800.0,4,Campfire,2455088.5,257.0,1800.0,BLM,CA,Lake
Bakersfield District,2009,2455096.5,265,1106.0,8,Children,2455102.5,271.0,1400.0,PRIVATE,CA,
California Desert District,2000,2451724.5,181,1302.0,4,Campfire,2451727.5,184.0,1800.0,BLM,CA,San Diego
California Desert District,2000,2451757.5,214,1445.0,1,Lightning,2451759.5,216.0,1800.0,BLM,CA,Inyo
California Desert District,2001,2452040.5,131,1459.0,7,Arson,2452042.5,133.0,1800.0,PRIVATE,CA,San Bernardino
California Desert District,2001,2452222.5,313,1141.0,11,Powerline,2452224.5,315.0,1800.0,STATE,CA,San Diego
California Desert District,2002,2452338.5,64,2200.0,4,Campfire,2452341.5,67.0,1700.0,PRIVATE,CA,Inyo
California Desert District,2002,2452446.5,172,1952.0,7,Arson,2452448.5,174.0,1530.0,BLM,CA,San Bernardino
California Desert District,2003,2452836.5,197,1238.0,1,Lightning,2452845.5,206.0,1500.0,BLM,CA,Riverside
California Desert District,2003,2452876.5,237,1730.0,1,Lightning,2452878.5,239.0,1200.0,BLM,CA,Imperial
California Desert District,2003,2452933.5,294,1201.0,2,Equipment Use,2452940.5,301.0,1800.0,OTHER FEDERAL,CA,San Diego
California Desert District,2004,2453128.5,124,1351.0,7,Arson,2453133.5,129.0,1800.0,BLM,CA,Riverside
California Desert District,2004,2453137.5,133,2000.0,4,Campfire,2453140.5,136.0,1800.0,BLM,CA,Riverside
California Desert District,2004,2453188.5,184,1430.0,2,Equipment Use,2453190.5,186.0,1700.0,PRIVATE,CA,San Diego
California Desert District,2004,2453199.5,195,1230.0,7,Arson,2453202.5,198.0,2359.0,PRIVATE,CA,San Diego
California Desert District,2004,2453203.5,199,1600.0,2,Equipment Use,2453207.5,203.0,2000.0,PRIVATE,CA,Riverside
California Desert District,2004,2453223.5,219,1128.0,2,Equipment Use,2453225.5,221.0,1800.0,BLM,CA,San Diego
California Desert District,2004,2453233.5,229,2137.0,1,Lightning,2453235.5,231.0,1800.0,OTHER FEDERAL,CA,Inyo
California Desert District,2004,2453252.5,248,1143.0,2,Equipment Use,2453341.5,337.0,1202.0,PRIVATE,CA,San Diego
California Desert District,2004,2453252.5,248,1526.0,8,Children,2453282.5,278.0,1530.0,PRIVATE,CA,Riverside
California Desert District,2004,2453261.5,257,1000.0,5,Debris Burning,2453263.5,259.0,1800.0,BLM,CA,San Diego
California Desert District,2004,2453267.5,263,1230.0,9,Miscellaneous,2453272.5,268.0,1600.0,BLM,CA,San Bernardino
California Desert District,2005,2453434.5,64,2215.0,1,Lightning,2453436.5,66.0,1354.0,BLM,CA,Imperial
California Desert District,2005,2453542.5,172,1500.0,5,Debris Burning,2453545.5,175.0,1800.0,PRIVATE,CA,Riverside
California Desert District,2005,2453543.5,173,1246.0,12,Structure,2453546.5,176.0,800.0,BLM,CA,Riverside
California Desert District,2005,2453543.5,173,1300.0,12,Structure,2453549.5,179.0,1800.0,BLM,CA,San Bernardino
California Desert District,2005,2453556.5,186,2029.0,9,Miscellaneous,2453559.5,189.0,600.0,BLM,CA,Los Angeles
California Desert District,2005,2453569.5,199,1800.0,2,Equipment Use,2453575.5,205.0,1800.0,BLM,CA,Inyo
California Desert District,2005,2453573.5,203,1509.0,1,Lightning,2453575.5,205.0,1200.0,BLM,CA,Inyo
California Desert District,2005,2453575.5,205,1830.0,1,Lightning,2453577.5,207.0,2000.0,BLM,CA,Kern
California Desert District,2005,2453613.5,243,900.0,9,Miscellaneous,2453615.5,245.0,1300.0,BLM,CA,San Bernardino
California Desert District,2005,2453648.5,278,930.0,5,Debris Burning,2453653.5,283.0,1800.0,BLM,CA,San Diego
California Desert District,2005,2453655.5,285,1000.0,13,Missing/Undefined,2453673.5,303.0,1030.0,BLM,CA,San Diego
California Desert District,2006,2453755.5,20,1538.0,4,Campfire,2453757.5,22.0,1200.0,BLM,CA,Imperial
California Desert District,2006,2453774.5,39,1804.0,4,Campfire,2453778.5,43.0,800.0,PRIVATE,CA,San Diego
California Desert District,2006,2453887.5,152,1024.0,4,Campfire,2453889.5,154.0,1800.0,PRIVATE,CA,Riverside
California Desert District,2006,2453916.5,181,1320.0,7,Arson,2453919.5,184.0,1800.0,BLM,CA,Riverside
California Desert District,2006,2453922.5,187,1325.0,1,Lightning,2453928.5,193.0,846.0,BLM,CA,San Bernardino
California Desert District,2006,2453922.5,187,1604.0,1,Lightning,2453926.5,191.0,1122.0,BLM,CA,San Bernardino
California Desert District,2006,2453925.5,190,1617.0,1,Lightning,2453936.5,201.0,1800.0,BLM,CA,San Bernardino
California Desert District,2006,2453952.5,217,1324.0,9,Miscellaneous,2453955.5,220.0,1800.0,BLM,CA,Kern
California Desert District,2006,2453960.5,225,1300.0,2,Equipment Use,2453963.5,228.0,1800.0,PRIVATE,CA,Los Angeles
California Desert District,2007,2454190.5,90,1200.0,9,Miscellaneous,2454192.5,92.0,1200.0,BLM,CA,San Bernardino
California Desert District,2007,2454196.5,96,1300.0,1,Lightning,2454198.5,98.0,1600.0,BLM,CA,Kern
California Desert District,2007,2454256.5,156,1133.0,5,Debris Burning,2454259.5,159.0,1200.0,BLM,CA,Imperial
California Desert District,2007,2454282.5,182,1436.0,9,Miscellaneous,2454284.5,184.0,1800.0,BLM,CA,San Diego
California Desert District,2007,2454288.5,188,1600.0,9,Miscellaneous,2454291.5,191.0,800.0,BLM,CA,Los Angeles
California Desert District,2007,2454310.5,210,2259.0,9,Miscellaneous,2454312.5,212.0,1330.0,BLM,CA,Kern
California Desert District,2007,2454329.5,229,1800.0,1,Lightning,2454331.5,231.0,1800.0,STATE,CA,Riverside
California Desert District,2007,2454338.5,238,1628.0,1,Lightning,2454341.5,241.0,2359.0,BLM,CA,San Bernardino
California Desert District,2007,2454355.5,255,1900.0,4,Campfire,2454358.5,258.0,1800.0,BLM,CA,San Diego
California Desert District,2007,2454358.5,258,1330.0,4,Campfire,2454363.5,263.0,1800.0,BLM,CA,San Diego
California Desert District,2007,2454367.5,267,1943.0,11,Powerline,2454369.5,269.0,1156.0,PRIVATE,CA,San Diego
California Desert District,2007,2454392.5,292,616.0,9,Miscellaneous,2454395.5,295.0,2000.0,PRIVATE,CA,Riverside
California Desert District,2008,2454526.5,61,1831.0,7,Arson,2454530.5,65.0,1700.0,BLM,CA,Imperial
California Desert District,2008,2454569.5,104,1829.0,11,Powerline,2454571.5,106.0,1800.0,BLM,CA,Riverside
California Desert District,2008,2454584.5,119,1500.0,2,Equipment Use,2454588.5,123.0,1100.0,BLM,CA,San Bernardino
California Desert District,2008,2454624.5,159,1326.0,9,Miscellaneous,2454627.5,162.0,1800.0,BLM,CA,San Bernardino
California Desert District,2008,2454717.5,252,1900.0,1,Lightning,2454720.5,255.0,900.0,BLM,CA,San Bernardino
California Desert District,2008,2454724.5,259,1400.0,9,Miscellaneous,2454728.5,263.0,1800.0,BLM,CA,Inyo
California Desert District,2008,2454752.5,287,1038.0,11,Powerline,2454764.5,299.0,1411.0,BLM,CA,Los Angeles
California Desert District,2009,2454938.5,107,1210.0,11,Powerline,2454940.5,109.0,1400.0,BLM,CA,Imperial
Northern California District,2000,2451553.5,10,1145.0,7,Arson,2451888.5,345.0,1200.0,PRIVATE,CA,Solano
Northern California District,2000,2451666.5,123,1406.0,7,Arson,2451668.5,125.0,2359.0,PRIVATE,CA,Butte
Northern California District,2000,2451694.5,151,1903.0,9,Miscellaneous,2451697.5,154.0,1200.0,PRIVATE,CA,Butte
Northern California District,2000,2451709.5,166,1041.0,9,Miscellaneous,2451853.5,310.0,1100.0,PRIVATE,CA,Trinity
Northern California District,2000,2451724.5,181,1740.0,1,Lightning,2451731.5,188.0,1800.0,BLM,CA,Lassen
